1.012550901559983904e+05,1.150000000000000000e+05
9.908388978065759875e+04,1.000000000000000000e+05
6.029724929827203596e+04,6.150000000000000000e+04
1.523725590652976534e+05,1.380000000000000000e+05
1.524937900259026501e+05,1.485000000000000000e+05
1.489721244359511475e+05,1.460000000000000000e+05
1.519922923483589839e+05,1.425000000000000000e+05
1.481648045244992536e+05,1.379000000000000000e+05
1.495534464920717292e+05,1.485000000000000000e+05
1.138838521599826636e+05,1.125000000000000000e+05
1.347046722954023571e+05,1.195000000000000000e+05
1.570839268098066386e+05,1.349000000000000000e+05
9.998744709415700345e+04,1.045000000000000000e+05
1.254814202925082645e+05,1.270000000000000000e+05
1.029204875949494890e+05,1.195000000000000000e+05
8.511749423475362710e+04,8.550000000000000000e+04
7.105247396074807330e+04,8.550000000000000000e+04
6.839859246140107280e+04,7.940000000000000000e+04
8.006924375242070528e+04,8.800000000000000000e+04
6.794060158841680095e+04,7.500000000000000000e+04
1.088412691613970092e+05,8.600000000000000000e+04
8.838500040977646131e+04,8.000000000000000000e+04
1.112995422947014740e+05,1.137000000000000000e+05
1.121090788462137280e+05,1.130000000000000000e+05
1.285689737043431960e+05,1.255000000000000000e+05
1.053339585834409663e+05,9.700000000000000000e+04
1.217548259081527940e+05,1.180000000000000000e+05
9.637718351790611632e+04,9.450000000000000000e+04
1.003176438152155315e+05,8.900000000000000000e+04
1.082122506663216336e+05,1.080000000000000000e+05
1.079739933289354376e+05,1.117500000000000000e+05
1.180722398557985289e+05,1.180000000000000000e+05
9.694206468462859630e+04,9.600000000000000000e+04
9.707974877042911248e+04,8.950000000000000000e+04
1.261259331929076870e+05,1.225000000000000000e+05
1.101139410745544010e+05,1.060000000000000000e+05
1.296478334128901915e+05,1.250000000000000000e+05
1.293141777548560349e+05,1.290000000000000000e+05
1.154022202208217059e+05,1.100000000000000000e+05
1.392932064446705626e+05,1.349000000000000000e+05
1.489760141007411003e+05,1.499000000000000000e+05
1.550922200002492173e+05,1.505000000000000000e+05
1.196840043947986123e+05,1.249000000000000000e+05
1.356731164189451083e+05,1.395000000000000000e+05
1.587742117481915338e+05,1.425000000000000000e+05
1.279238547678691830e+05,1.300000000000000000e+05
1.500271779352251033e+05,1.380000000000000000e+05
1.396580487256037304e+05,1.350000000000000000e+05
1.293323411467008264e+05,1.330000000000000000e+05
1.571966225232021534e+05,1.510000000000000000e+05
1.233109288728895626e+05,1.400000000000000000e+05
1.294377875882165245e+05,1.385000000000000000e+05
1.229084349494884082e+05,1.300000000000000000e+05
1.112794116900978988e+05,1.000000000000000000e+05
1.214144654661695095e+05,1.230000000000000000e+05
1.672421693894377095e+05,1.755000000000000000e+05
1.384390087912007875e+05,1.400000000000000000e+05
1.465221787961359951e+05,1.630000000000000000e+05
1.573727911496342276e+05,1.495000000000000000e+05
1.198624609076804772e+05,1.150000000000000000e+05
1.421023020099427958e+05,1.580000000000000000e+05
1.226923179771524883e+05,1.372500000000000000e+05
1.128974066040892940e+05,1.150000000000000000e+05
1.317392463252847956e+05,1.340000000000000000e+05
1.356842248442175915e+05,1.300000000000000000e+05
1.255059252913982200e+05,1.245000000000000000e+05
1.080113631808390201e+05,1.195000000000000000e+05
1.393693312037263531e+05,1.165000000000000000e+05
1.266893700233357376e+05,1.150000000000000000e+05
1.386860123945761588e+05,1.239000000000000000e+05
1.378060330660672917e+05,1.210000000000000000e+05
1.552597345959327649e+05,1.370000000000000000e+05
1.473183624042486481e+05,1.240000000000000000e+05
1.279730749515895586e+05,1.285000000000000000e+05
1.148980212535240717e+05,1.230000000000000000e+05
1.246142630297854193e+05,1.190000000000000000e+05
1.711507820803284121e+05,1.670000000000000000e+05
1.445117133023613715e+05,1.400000000000000000e+05
1.185753783266232931e+05,1.230000000000000000e+05
1.378096490647501196e+05,1.375000000000000000e+05
1.430540754294985963e+05,1.410000000000000000e+05
1.338636043450774159e+05,1.420000000000000000e+05
1.487816012659658154e+05,1.530000000000000000e+05
1.306973308569985384e+05,1.350000000000000000e+05
1.165583144684617291e+05,1.200000000000000000e+05
1.019392432950923685e+05,1.030000000000000000e+05
1.317367643741573556e+05,1.275000000000000000e+05
1.512068984034912137e+05,1.400000000000000000e+05
1.257500571235457610e+05,1.320000000000000000e+05
1.373862537044113269e+05,1.385000000000000000e+05
1.460443821020490141e+05,1.575000000000000000e+05
1.295431537052700442e+05,1.285000000000000000e+05
1.431304071650102851e+05,1.595000000000000000e+05
1.291211473748254793e+05,1.195000000000000000e+05
1.317090436688759364e+05,1.345000000000000000e+05
1.537257400707329216e+05,1.510000000000000000e+05
1.248772867716131150e+05,1.100000000000000000e+05
1.440650972863936622e+05,1.520000000000000000e+05
1.715113272499800369e+05,1.570000000000000000e+05
1.470888115849535388e+05,1.564500000000000000e+05
1.534792674453079817e+05,1.535000000000000000e+05
1.626089013057109260e+05,1.450000000000000000e+05
1.200703492053205700e+05,1.260000000000000000e+05
1.535925818846072070e+05,1.560000000000000000e+05
1.461537885901532718e+05,1.275000000000000000e+05
1.711700357388211123e+05,1.975000000000000000e+05
1.551211323648456600e+05,1.440000000000000000e+05
1.126235414778312261e+05,1.207500000000000000e+05
1.090373474445697648e+05,1.160000000000000000e+05
1.317307837302044500e+05,1.350000000000000000e+05
1.137715328878870059e+05,1.250000000000000000e+05
1.152363056062468240e+05,1.280000000000000000e+05
1.211049162153106299e+05,1.430000000000000000e+05
1.130570481444446341e+05,9.950000000000000000e+04
1.366867368036487605e+05,1.365000000000000000e+05
1.963427251879959658e+05,2.060000000000000000e+05
1.906340616691106115e+05,1.700000000000000000e+05
2.002349482128072705e+05,2.137500000000000000e+05
1.155214971967997117e+05,1.440000000000000000e+05
1.394713964064634347e+05,1.600000000000000000e+05
1.267955955671770353e+05,1.239000000000000000e+05
1.178031459194372292e+05,1.125000000000000000e+05
1.413794214424056699e+05,1.535000000000000000e+05
1.381775017712473636e+05,1.270000000000000000e+05
1.137111585587939189e+05,1.199000000000000000e+05
1.146123012572506850e+05,7.950000000000000000e+04
1.353840662591272558e+05,1.285000000000000000e+05
